Cluster,Gene,PCT 1,PCT 2,PCT Ratio,Average Log2FC,p value
PVT-3,Kat2b,0.623,0.423,1.472813239,0.644674827,9.40E-07
PVT-3,Prkab2,0.415,0.244,1.700819672,1.04458461,9.94E-07
PVT-3,Tmem266,0.426,0.251,1.697211155,0.981954807,1.02E-06
PVT-3,Gm17106,0.702,0.515,1.363106796,0.649214711,1.05E-06
PVT-3,Rbfox3,0.958,0.917,1.044711014,0.377898479,1.11E-06
PVT-3,Onecut2,0.06,0.231,0.25974026,-2.262215769,1.14E-06
PVT-3,Gm42609,0.419,0.242,1.731404959,0.95620775,1.17E-06
PVT-3,Add2,0.872,0.791,1.102402023,0.464703715,1.20E-06
PVT-3,Htr2c,0.796,0.895,0.889385475,-0.613763025,1.22E-06
PVT-3,Kcnb2,1,0.998,1.002004008,0.244039513,1.25E-06
PVT-3,Epb41,0.547,0.732,0.74726776,-0.614645151,1.26E-06
PVT-3,Hs6st2,0.657,0.507,1.295857988,0.900968581,1.41E-06
PVT-3,Col11a1,0.087,0.021,4.142857143,2.469020465,1.42E-06
PVT-3,Lypd1,0.449,0.267,1.68164794,0.829180851,1.43E-06
PVT-3,Tcirg1,0.155,0.055,2.818181818,1.787231578,1.48E-06
PVT-3,Gnb4,0.464,0.273,1.6996337,0.770515433,1.49E-06
PVT-3,Gm26827,0.475,0.303,1.567656766,0.990688276,1.49E-06
PVT-3,Zfhx2os,0.362,0.196,1.846938776,0.976032729,1.69E-06
PVT-3,Zic4,0.626,0.439,1.425968109,0.831979998,1.69E-06
PVT-3,P2ry12,0.517,0.331,1.561933535,0.858930994,1.72E-06
PVT-3,Gm50152,0.438,0.268,1.634328358,0.917196611,1.77E-06
PVT-3,Bmerb1,0.872,0.959,0.909280501,-0.433406124,1.79E-06
PVT-3,Ephb2,0.736,0.586,1.255972696,0.607356719,1.83E-06
PVT-3,Cpne2,0.426,0.256,1.6640625,0.946274075,1.85E-06
PVT-3,Hopx,0.166,0.062,2.677419355,1.534656944,1.87E-06
PVT-3,Gm15834,0.279,0.135,2.066666667,1.133085513,1.93E-06
PVT-3,Vgll4,0.54,0.356,1.516853933,0.846898031,1.97E-06
PVT-3,Gm41609,0.155,0.352,0.440340909,-1.237573934,2.01E-06
PVT-3,Gucy1a1,0.094,0.277,0.339350181,-1.622013172,2.04E-06
PVT-3,Mok,0.453,0.273,1.659340659,0.843382276,2.15E-06
PVT-3,Egflam,0.019,0.171,0.111111111,-2.985765304,2.15E-06
PVT-3,Slc22a17,0.864,0.787,1.097839898,0.440179881,2.25E-06
PVT-3,Colec12,0.026,0.179,0.145251397,-3.385315824,2.42E-06
PVT-3,Atp11c,0.758,0.912,0.831140351,-0.436298717,2.44E-06
PVT-3,Gls,0.992,0.999,0.992992993,-0.27123554,2.49E-06
PVT-3,Wipf3,0.494,0.305,1.619672131,0.787680503,2.52E-06
PVT-3,Rassf3,0.068,0.241,0.282157676,-1.817734491,2.56E-06
PVT-3,Slc22a4,0.392,0.225,1.742222222,0.967734004,2.67E-06
PVT-3,Herc3,0.57,0.771,0.739299611,-0.560683005,2.99E-06
PVT-3,Mettl9,0.404,0.235,1.719148936,0.986536849,3.11E-06
PVT-3,Triqk,0.291,0.145,2.006896552,1.066883982,3.14E-06
PVT-3,Clstn1,0.853,0.934,0.913276231,-0.442601928,3.16E-06
PVT-3,Car10,0.985,0.949,1.037934668,0.306445324,3.31E-06
PVT-3,Trpc6,0.075,0.243,0.308641975,-2.292692913,3.38E-06
PVT-3,Sept9,0.358,0.194,1.845360825,0.942401951,3.42E-06
PVT-3,Alk,0.249,0.116,2.146551724,1.518712581,3.50E-06
PVT-3,Hivep2,1,0.999,1.001001001,0.248432844,3.60E-06
PVT-3,Plxnc1,0.785,0.683,1.149341142,0.592713163,3.79E-06
PVT-3,Pdzrn4,0.626,0.82,0.763414634,-0.521700554,3.95E-06
PVT-3,Gm41361,0.389,0.22,1.768181818,0.912028302,3.95E-06
PVT-3,Tet1,0.619,0.447,1.384787472,0.691271464,4.12E-06
PVT-3,Chrna7,0.143,0.327,0.437308869,-1.445140657,4.21E-06
PVT-3,Tsc22d4,0.457,0.271,1.686346863,0.759822917,4.22E-06
PVT-3,Gabrb3,1,0.999,1.001001001,0.19730193,4.27E-06
PVT-3,Gm15270,0.083,0.02,4.15,2.036495539,4.39E-06
PVT-3,Srpk2,0.981,0.99,0.990909091,-0.301412108,4.53E-06
PVT-3,Zim1,0.226,0.101,2.237623762,1.275218362,4.74E-06
PVT-3,Lrrfip1,0.936,0.903,1.03654485,0.401969615,5.01E-06
PVT-3,Epb41l2,0.219,0.394,0.555837563,-1.34578746,5.13E-06
PVT-3,Tbc1d16,0.498,0.318,1.566037736,0.798426164,5.41E-06
PVT-3,Gpr179,0.06,0.011,5.454545455,2.458708091,5.41E-06
PVT-3,Gm44257,0.317,0.166,1.909638554,1.067319775,5.62E-06
PVT-3,Gm16226,0.43,0.253,1.699604743,0.782588265,5.95E-06
PVT-3,Gm9984,0.226,0.102,2.215686275,1.249143642,6.05E-06
PVT-3,Auts2,0.996,1,0.996,0.176402785,6.09E-06
PVT-3,Serpini1,0.574,0.362,1.585635359,0.579057686,6.35E-06
PVT-3,Itpkb,0.419,0.247,1.696356275,0.897655568,6.52E-06
PVT-3,Rassf8,0.604,0.419,1.441527446,0.689478861,6.55E-06
PVT-3,Pmepa1,0.113,0.289,0.39100346,-1.559474761,6.84E-06
PVT-3,Atp2c2,0.064,0.013,4.923076923,2.412721886,6.86E-06
PVT-3,Tnfsf13b,0.279,0.138,2.02173913,1.093218129,6.94E-06
PVT-3,Hdac7,0.623,0.438,1.422374429,0.703273628,7.13E-06
PVT-3,Hrh3,0.392,0.587,0.667802385,-0.75646442,7.55E-06
PVT-3,Ext1,0.932,0.868,1.073732719,0.451392016,8.52E-06
PVT-3,Mlxip,0.321,0.511,0.628180039,-0.878181599,9.15E-06
PVT-3,Nlk,0.86,0.782,1.099744246,0.47949674,9.44E-06
PVT-3,Gucy2f,0.015,0,Inf,5.464002391,9.79E-06
PVT-3,Gm48346,0.015,0,Inf,5.241609969,9.79E-06
PVT-3,Egfros,0.015,0,Inf,4.978575563,9.82E-06
PVT-3,Slc7a14,0.57,0.735,0.775510204,-0.618450246,1.05E-05
PVT-3,Cep170,0.894,0.813,1.099630996,0.406435402,1.07E-05
PVT-3,Cit,0.996,1,0.996,-0.246151478,1.09E-05
PVT-3,Angptl2,0.525,0.33,1.590909091,0.631245595,1.09E-05
PVT-3,Sord,0.23,0.105,2.19047619,1.215049143,1.11E-05
PVT-3,Slc22a23,0.634,0.8,0.7925,-0.557367195,1.13E-05
PVT-3,Mysm1,0.608,0.781,0.778489117,-0.550738628,1.14E-05
PVT-3,Tmem176b,0.136,0.047,2.893617021,1.614336664,1.15E-05
PVT-3,Plekha6,0.936,0.856,1.093457944,0.364313123,1.18E-05
PVT-3,Adra1a,0.147,0.054,2.722222222,1.858550514,1.20E-05
PVT-3,Kcnip3,0.094,0.26,0.361538462,-1.872132197,1.24E-05
PVT-3,Fam49a,0.698,0.82,0.851219512,-0.539603604,1.26E-05
PVT-3,Sycp2,0.592,0.431,1.373549884,0.840254962,1.30E-05
PVT-3,Gm20752,0.162,0.343,0.472303207,-1.414669936,1.32E-05
PVT-3,Nlrc3,0.26,0.126,2.063492063,1.10059766,1.32E-05
PVT-3,Asap1,1,0.992,1.008064516,0.277551584,1.32E-05
PVT-3,Zfp609,0.894,0.842,1.06175772,0.426990467,1.33E-05
PVT-3,Ctnnd2,1,1,1,-0.225040911,1.38E-05
PVT-3,Gmip,0.238,0.11,2.163636364,1.126497853,1.42E-05
PVT-3,Man1a2,0.845,0.922,0.9164859,-0.449955159,1.44E-05
PVT-3,Arfgef3,0.985,0.958,1.028183716,0.314844901,1.46E-05
PVT-3,Rab3gap2,0.415,0.597,0.695142379,-0.747216708,1.49E-05
PVT-3,Iqsec2,0.879,0.782,1.124040921,0.446892807,1.51E-05
PVT-3,Eya1,0.091,0.024,3.791666667,1.742377343,1.54E-05
PVT-3,Tmem260,0.6,0.414,1.449275362,0.593222088,1.60E-05
PVT-3,Sycp2l,0.011,0,Inf,5.656647469,1.61E-05
PVT-3,St6gal2,0.679,0.83,0.818072289,-0.478127983,1.65E-05
PVT-3,Ntrk3,0.992,0.959,1.034410845,0.332190547,1.70E-05
PVT-3,Crybg1,0.03,0.174,0.172413793,-3.00789858,1.76E-05
PVT-3,Phip,0.826,0.905,0.912707182,-0.460829142,1.79E-05
PVT-3,Kcnh5,0.464,0.695,0.667625899,-0.511715329,1.91E-05
PVT-3,P2ry14,0.792,0.711,1.113924051,0.607489638,1.98E-05
PVT-3,Dok5,0.234,0.429,0.545454545,-0.944175687,2.09E-05
PVT-3,Ccdc93,0.509,0.327,1.556574924,0.656647469,2.15E-05
PVT-3,Col8a1,0.113,0.289,0.39100346,-1.487188304,2.20E-05
PVT-3,Pygb,0.604,0.447,1.351230425,0.711602294,2.25E-05
PVT-3,Ppp3ca,1,0.999,1.001001001,0.23317355,2.38E-05
PVT-3,Adamtsl1,0.275,0.446,0.616591928,-1.372581423,2.42E-05
PVT-3,Garnl3,0.958,0.921,1.040173724,0.419431047,2.44E-05
PVT-3,Ddc,0.057,0.011,5.181818182,2.619172763,2.45E-05
PVT-3,Gm37679,0.702,0.548,1.281021898,0.599832163,2.48E-05
PVT-3,Tspan12,0.098,0.266,0.368421053,-1.595874619,2.55E-05
PVT-3,Nav2,0.992,0.996,0.995983936,0.247367318,2.59E-05
PVT-3,Apbb2,0.992,0.988,1.004048583,0.313566998,2.59E-05
PVT-3,Itpkc,0.128,0.044,2.909090909,1.541170251,2.61E-05
PVT-3,Gm28756,0.411,0.254,1.618110236,0.924419793,2.93E-05
PVT-3,Maml3,0.932,0.914,1.019693654,0.527968702,3.00E-05
PVT-3,Ntrk2,0.996,0.997,0.998996991,0.318088699,3.18E-05
PVT-3,Tex2,0.702,0.534,1.314606742,0.595479772,3.20E-05
PVT-3,Rgs9,0.491,0.317,1.548895899,0.745324627,3.28E-05
PVT-3,Rprm,0.102,0.031,3.290322581,1.863098346,3.28E-05
PVT-3,Prima1,0.094,0.027,3.481481481,1.993682456,3.29E-05
PVT-3,Fhit,0.668,0.535,1.248598131,0.780230868,3.35E-05
PVT-3,Dnajc21,0.343,0.504,0.680555556,-0.957063971,3.37E-05
PVT-3,Kcnj9,0.404,0.584,0.691780822,-0.726736829,3.49E-05
PVT-3,Gm15345,0.143,0.319,0.448275862,-1.3043198,3.50E-05
PVT-3,Dzip1,0.747,0.598,1.24916388,0.582937782,3.54E-05
PVT-3,Gm19461,0.457,0.289,1.581314879,0.777916324,3.64E-05
PVT-3,Cds1,0.415,0.585,0.709401709,-0.76024357,3.82E-05
PVT-3,Prr5,0.132,0.046,2.869565217,1.538252768,3.85E-05
PVT-3,Gm44618,0.049,0.008,6.125,2.606021396,3.86E-05
PVT-3,Gabrg1,0.645,0.444,1.452702703,0.541343662,3.86E-05
PVT-3,Myl7,0.045,0.007,6.428571429,2.713230997,4.02E-05
PVT-3,Nsf,0.985,0.994,0.990945674,-0.289595743,4.02E-05
PVT-3,Zfp521,0.449,0.291,1.542955326,0.896989289,4.16E-05
PVT-3,Slc8a1,0.989,0.997,0.991975928,-0.360341971,4.29E-05
PVT-3,Mtss2,0.347,0.194,1.788659794,0.861676271,4.40E-05
PVT-3,Thsd7a,0.63,0.741,0.850202429,-0.750042688,4.44E-05
PVT-3,Samd14,0.136,0.308,0.441558442,-1.294442931,4.55E-05
PVT-3,Lncpint,0.996,0.999,0.996996997,0.256306854,4.57E-05
PVT-3,Snx10,0.898,0.833,1.078031212,0.44646644,4.68E-05
PVT-3,Bsn,0.868,0.934,0.929336188,-0.386267505,4.94E-05
PVT-3,Notch2,0.381,0.225,1.693333333,0.980344656,5.02E-05
PVT-3,Gldn,0.117,0.039,3,2.040658072,5.16E-05
PVT-3,Sfxn5,0.789,0.727,1.085281981,0.510176789,5.16E-05
PVT-3,Camk2g,0.521,0.353,1.47592068,0.727077231,5.35E-05
PVT-3,Plekha1,0.43,0.597,0.720268007,-0.725159234,5.41E-05
PVT-3,Cnn3,0.211,0.096,2.197916667,1.187461282,5.49E-05
PVT-3,Sp3os,0.245,0.118,2.076271186,1.039976108,5.55E-05
PVT-3,Prag1,0.634,0.455,1.393406593,0.62467974,5.59E-05
PVT-3,Gm37459,0.068,0.223,0.304932735,-1.717054276,5.79E-05
PVT-3,Farp1,0.898,0.953,0.942287513,-0.415087822,5.90E-05
PVT-3,Pde8b,0.385,0.587,0.655877342,-0.678955563,5.98E-05
PVT-3,Scube1,0.14,0.052,2.692307692,1.596526476,6.17E-05
PVT-3,St14,0.011,0.138,0.079710145,-3.640268738,6.22E-05
PVT-3,Mbd2,0.789,0.696,1.13362069,0.519400629,6.29E-05
PVT-3,Rnf207,0.091,0.249,0.365461847,-1.659721101,6.58E-05
PVT-3,Gxylt2,0.019,0.15,0.126666667,-3.207538676,6.59E-05
PVT-3,Lhpp,0.245,0.12,2.041666667,1.155208323,6.82E-05
PVT-3,Scn9a,0.887,0.966,0.918219462,-0.380955987,6.85E-05
PVT-3,Gm5089.1,0.192,0.084,2.285714286,1.266547871,7.18E-05
PVT-3,Dpf1,0.302,0.163,1.852760736,1.011078203,7.28E-05
PVT-3,Rps6ka2,0.781,0.68,1.148529412,0.515990934,7.43E-05
PVT-3,Bmp6,0.057,0.2,0.285,-2.590162975,7.96E-05
PVT-3,Dpy19l1,0.498,0.336,1.482142857,0.780285671,8.00E-05
PVT-3,Amz1,0.347,0.194,1.788659794,0.827945251,8.01E-05
PVT-3,Itgb3bp,0.513,0.348,1.474137931,0.730808252,8.10E-05
PVT-3,Zdhhc18,0.558,0.388,1.43814433,0.665570548,8.19E-05
PVT-3,Agpat5,0.721,0.602,1.197674419,0.664010261,8.42E-05
PVT-3,Gm15902,0.049,0.195,0.251282051,-1.963572357,8.49E-05
PVT-3,Gm45829,0.083,0.022,3.772727273,2.01510144,8.71E-05
PVT-3,Wdr95,0.106,0.034,3.117647059,1.794150992,9.29E-05
PVT-3,Lrrc49,0.943,0.911,1.035126235,0.366796704,9.40E-05
PVT-3,Gm10701,0.075,0.019,3.947368421,1.990384866,0.000105275
PVT-3,Gm34562,0.053,0.01,5.3,2.697289453,0.000111377
PVT-3,Gse1,0.879,0.852,1.031690141,0.43990751,0.000111633
PVT-3,Lrig1,0.208,0.093,2.23655914,1.101586454,0.000112353
PVT-3,Dnah7b,0.226,0.393,0.575063613,-1.226290159,0.000114662
PVT-3,Vangl1,0.404,0.573,0.705061082,-0.723164075,0.000114673
PVT-3,Atp2a2,0.925,0.966,0.957556936,-0.372366369,0.00011609
PVT-3,Rnf152,0.174,0.334,0.520958084,-1.476246802,0.000118675
PVT-3,Zdhhc23,0.313,0.17,1.841176471,0.903898877,0.000121106
PVT-3,Trps1,0.996,0.995,1.001005025,0.282928012,0.000121344
PVT-3,Dcdc2c,0.091,0.026,3.5,1.934181444,0.000122205
PVT-3,Gm30624,0.053,0.01,5.3,2.129400466,0.000122234
PVT-3,Sh3bp5,0.449,0.286,1.56993007,0.81705221,0.000123563
PVT-3,Lrrc4,0.751,0.657,1.143074581,0.570370845,0.000127136
PVT-3,Gm35823,0.189,0.083,2.277108434,1.283604058,0.000128513
PVT-3,Cmip,0.977,0.948,1.030590717,0.293443786,0.000130454
PVT-3,Cntnap2,1,1,1,-0.170432485,0.000134435
PVT-3,Lrrtm3,0.921,0.978,0.941717791,-0.342601895,0.000136743
PVT-3,Crot,0.453,0.298,1.520134228,0.836196889,0.00013978
PVT-3,Myo10,0.174,0.338,0.514792899,-1.2845632,0.000143393
PVT-3,App,1,1,1,-0.219044013,0.00014524
PVT-3,Chrna4,0.094,0.25,0.376,-1.580391729,0.000148825
PVT-3,Igsf9b,0.547,0.692,0.790462428,-0.678440339,0.000151198
PVT-3,Sfrp2,0.064,0.015,4.266666667,2.18271628,0.000152617
PVT-3,Sdk2,0.789,0.911,0.866081229,-0.410880986,0.000154805
PVT-3,Tom1l1,0.181,0.351,0.515669516,-1.177928922,0.000156414
PVT-3,Gm12120,0.204,0.093,2.193548387,1.19721585,0.00015749
PVT-3,Lonp2,0.845,0.785,1.076433121,0.416168583,0.00016116
PVT-3,Rgs20,0.521,0.722,0.721606648,-0.598502808,0.000163479
PVT-3,Ust,0.264,0.434,0.608294931,-1.132053262,0.000163882
PVT-3,Esr1,0.075,0.225,0.333333333,-1.886250973,0.000172147
PVT-3,Angpt2,0.581,0.408,1.424019608,0.595951537,0.00018386
PVT-3,Pcsk1,0.015,0.138,0.108695652,-3.396463868,0.000185773
PVT-3,Ehbp1,0.989,0.996,0.992971888,-0.287625747,0.00019036
PVT-3,Galnt17,0.992,0.994,0.997987928,0.291041763,0.000190775
PVT-3,Col9a3,0.053,0.193,0.274611399,-2.091097964,0.000193718
PVT-3,Atp8a1,0.951,0.917,1.037077426,0.372112515,0.000194028
PVT-3,Ivns1abp,0.555,0.394,1.408629442,0.703781444,0.000200922
PVT-3,Anks6,0.294,0.157,1.872611465,0.887260397,0.000201002
PVT-3,Slc2a12,0.128,0.047,2.723404255,1.503695546,0.000209396
PVT-3,Rab3b,0.479,0.295,1.623728814,0.474102981,0.00021359
PVT-3,Ptpru,0.555,0.386,1.437823834,0.63690925,0.000217732
PVT-3,Araf,0.804,0.711,1.130801688,0.500051884,0.000220891
PVT-3,Gm27008,0.468,0.323,1.448916409,0.861040207,0.000227673
PVT-3,Bbs9,0.917,0.884,1.037330317,0.36432037,0.00022963
PVT-3,Cobll1,0.079,0.229,0.344978166,-1.461747232,0.000235954
PVT-3,Myh7,0.057,0.012,4.75,2.264330046,0.000245083
PVT-3,Gm20149,0.226,0.11,2.054545455,1.128795604,0.000245649
PVT-3,Ampd3,0.46,0.296,1.554054054,0.703297562,0.000256999
PVT-3,Rgs22,0.174,0.075,2.32,1.376539549,0.000257239
PVT-3,Gm45645,0.536,0.37,1.448648649,0.695309089,0.000258471
PVT-3,Esyt2,0.97,0.987,0.982776089,-0.312567863,0.000260053
PVT-3,Gm47271,0.596,0.432,1.37962963,0.692471132,0.000283443
PVT-3,Nfat5,0.928,0.861,1.077816492,0.355079506,0.000293099
PVT-3,Psg16,0.208,0.375,0.554666667,-1.051011756,0.000300755
PVT-3,Arap1,0.132,0.05,2.64,1.615306673,0.000306958
PVT-3,Clic5,0.011,0.13,0.084615385,-2.718391963,0.000313453
PVT-3,Gm5441,0.491,0.339,1.448377581,0.77467758,0.000325866
PVT-3,Mapk6,0.377,0.227,1.660792952,0.849292547,0.000328118
PVT-3,Sox2,0.185,0.082,2.256097561,1.241609969,0.000328891
PVT-3,Gm12027,0.102,0.255,0.4,-1.452551302,0.000329017
PVT-3,Wfs1,0.189,0.084,2.25,1.174778461,0.000331938
PVT-3,Cdkl2,0.513,0.342,1.5,0.638268939,0.00033462
PVT-3,Rnf32,0.457,0.303,1.508250825,0.705068055,0.000334626
PVT-3,Prdm5,0.215,0.104,2.067307692,1.258683483,0.000336015
PVT-3,Slc41a3,0.272,0.145,1.875862069,1.074300916,0.000345589
PVT-3,Slc29a1,0.26,0.424,0.613207547,-0.986552802,0.000351624
PVT-3,Pdgfc,0.106,0.255,0.415686275,-1.724833682,0.000364706
PVT-3,Gas2,0.86,0.774,1.111111111,0.449597355,0.00036656
PVT-3,Gpr156,0.113,0.267,0.423220974,-1.444890558,0.000370636
PVT-3,Cdyl2,0.698,0.824,0.847087379,-0.521954514,0.000371948
PVT-3,Ppm1h,0.932,0.969,0.961816305,-0.387938384,0.000378425
PVT-3,Ptchd1,0.196,0.36,0.544444444,-1.11100733,0.000401081
PVT-3,Fgf2os,0.075,0.02,3.75,2.150756539,0.000408537
PVT-3,Ttyh3,0.608,0.434,1.400921659,0.601993394,0.000412665
PVT-3,Gm42836,0.042,0.007,6,2.656647469,0.000415015
PVT-3,Lmln,0.408,0.257,1.587548638,0.787835132,0.000419099
PVT-3,Rep15,0.14,0.055,2.545454545,1.580296582,0.000424279
PVT-3,Morc2b,0.064,0.206,0.310679612,-1.691275835,0.000434509
PVT-3,Nipal3,0.574,0.398,1.442211055,0.58296192,0.000440789
PVT-3,Rims3,0.683,0.812,0.841133005,-0.466298148,0.000447494
PVT-3,Rab6b,0.864,0.929,0.930032293,-0.380199336,0.000450477
PVT-3,Ttc26,0.479,0.321,1.492211838,0.693173345,0.000454648
PVT-3,Tet3,0.747,0.639,1.169014085,0.521307447,0.000461764
PVT-3,Gm20658,0.302,0.171,1.766081871,1.086331744,0.000462328
PVT-3,Ptk2b,0.136,0.284,0.478873239,-1.648002635,0.000464584
PVT-3,Dbn1,0.702,0.557,1.26032316,0.576018149,0.000516005
PVT-3,Raver2,0.219,0.393,0.557251908,-0.958062376,0.000561614
PVT-3,Scamp1,0.623,0.448,1.390625,0.527364452,0.000587807
PVT-3,Sacs,0.611,0.77,0.793506494,-0.483254466,0.000590863
PVT-3,Pcsk1n,0.898,0.814,1.103194103,0.440718968,0.000594334
PVT-3,Ogfrl1,0.555,0.705,0.787234043,-0.523694149,0.000604173
PVT-3,Necab1,0.996,0.996,1,-0.290315788,0.000609016
PVT-3,Bcr,0.743,0.627,1.185007974,0.570347622,0.000614152
PVT-3,Sgcz,0.94,0.848,1.108490566,0.247058954,0.000617123
PVT-3,Fndc1,0.253,0.13,1.946153846,1.069208238,0.000617811
PVT-3,Snap25,1,1,1,-0.215545506,0.000627587
PVT-3,Parp11,0.404,0.25,1.616,0.750448979,0.000658169
PVT-3,Chsy1,0.434,0.28,1.55,0.739379923,0.000667157
PVT-3,Sgip1,1,0.999,1.001001001,0.219189135,0.000670318
PVT-3,Eepd1,0.268,0.143,1.874125874,0.998291709,0.000671083
PVT-3,C1qtnf4,0.366,0.52,0.703846154,-0.78920456,0.000689794
PVT-3,Gm42477,0.419,0.266,1.57518797,0.734845164,0.000690116
PVT-3,Usp25,0.725,0.593,1.222596965,0.542570864,0.000691699
PVT-3,P4ha2,0.494,0.341,1.448680352,0.703620943,0.000717886
PVT-3,Pparg,0.355,0.22,1.613636364,0.920441388,0.000736873
PVT-3,Fosl2,0.113,0.04,2.825,1.756811631,0.000767423
PVT-3,Rhoq,0.325,0.188,1.728723404,0.89991862,0.000785956
PVT-3,Gabra3,0.834,0.916,0.910480349,-0.418111542,0.000790251
PVT-3,Gm16549,0.121,0.045,2.688888889,1.589976429,0.000792351
PVT-3,Nr6a1,0.951,0.934,1.018201285,0.361813035,0.000821844
PVT-3,Spata6,0.34,0.205,1.658536585,0.982875701,0.000850671
PVT-3,Gm7694,0.042,0.007,6,2.59775378,0.000862268
PVT-3,Krt26,0.042,0.007,6,2.59775378,0.000862268
PVT-3,Gm12925,0.238,0.121,1.966942149,0.985385121,0.000868013
PVT-3,Abhd18,0.86,0.817,1.052631579,0.407429583,0.000901919
PVT-3,Kcnj6,0.785,0.92,0.85326087,-0.370152591,0.000902035
PVT-3,Adgrl1,0.789,0.897,0.879598662,-0.403276349,0.000936146
PVT-3,Abl2,0.8,0.721,1.109570042,0.461039368,0.00095587
PVT-3,Nxpe4,0.823,0.788,1.044416244,0.507381938,0.000965592
PVT-3,Diras2,0.272,0.435,0.625287356,-0.890246991,0.000967818
PVT-3,Nr6a1os,0.449,0.301,1.491694352,0.823491053,0.000996317
PVT-3,Inpp4b,0.996,1,0.996,-0.224375002,0.001055822
PVT-3,Rskr,0.023,0.139,0.165467626,-2.821399828,0.00108546
PVT-3,Itpr2,0.215,0.105,2.047619048,1.020459645,0.001088052
PVT-3,Tsga10,0.608,0.468,1.299145299,0.611585033,0.001091413
PVT-3,Gm12709,0.619,0.456,1.35745614,0.535060364,0.001114796
PVT-3,Myrip,0.898,0.949,0.94625922,-0.348434803,0.001130677
PVT-3,Syne1,1,0.999,1.001001001,0.199372575,0.001141262
PVT-3,Col7a1,0.075,0.021,3.571428571,1.970756059,0.001190797
PVT-3,Hook1,0.875,0.922,0.949023861,-0.360150485,0.001200475
PVT-3,Gm10629,0.151,0.063,2.396825397,1.256363736,0.001242134
PVT-3,Gm46218,0.498,0.345,1.443478261,0.686447481,0.001249788
PVT-3,Trim66,0.181,0.341,0.530791789,-1.049330433,0.001259584
PVT-3,Ezr,0.064,0.016,4,2.045212757,0.001306043
PVT-3,Ptprn2,1,0.999,1.001001001,0.169608216,0.001325308
PVT-3,Pstpip1,0.045,0.009,5,2.450196591,0.001325409
PVT-3,Tcte2,0.219,0.109,2.009174312,1.10738903,0.001350359
PVT-3,Selplg,0.087,0.027,3.222222222,1.833525231,0.001402813
PVT-3,Gm29865,0.351,0.516,0.680232558,-0.73229424,0.001454644
PVT-3,Gm17058,0.287,0.159,1.805031447,0.90232253,0.001482032
PVT-3,Junos,0.072,0.207,0.347826087,-1.644940178,0.001514199
PVT-3,Ryr1,0.079,0.023,3.434782609,1.908186236,0.001610897
PVT-3,Adamts3,0.325,0.19,1.710526316,0.928193374,0.001611882
PVT-3,Lims2,0.094,0.031,3.032258065,1.617119104,0.001635803
PVT-3,Tmem132c,0.868,0.843,1.029655991,0.446868303,0.001638112
PVT-3,Mdga1,0.068,0.203,0.334975369,-1.591280045,0.001660678
PVT-3,Osbpl8,0.958,0.969,0.988648091,-0.34906125,0.00180076
PVT-3,Fzd3,0.675,0.485,1.391752577,0.422810703,0.001802532
PVT-3,Cystm1,0.242,0.126,1.920634921,0.996605851,0.001843012
PVT-3,Zcchc12,0.532,0.391,1.360613811,0.634655896,0.001877421
PVT-3,Zfp516,0.321,0.186,1.725806452,0.819077934,0.001947118
PVT-3,Gm47591,0.185,0.35,0.528571429,-0.940821445,0.002018693
PVT-3,Hivep1,0.562,0.691,0.813314038,-0.558454917,0.002114246
PVT-3,Dhx37,0.242,0.125,1.936,0.95620775,0.002126655
PVT-3,Plch1,0.4,0.264,1.515151515,0.858575787,0.00215936
PVT-3,Wscd1,0.468,0.34,1.376470588,0.83051534,0.002228022
PVT-3,Glra3,0.343,0.207,1.657004831,0.949763214,0.00233217
PVT-3,Gm43569,0.132,0.053,2.490566038,1.334719374,0.0024886
PVT-3,Xpnpep1,0.536,0.393,1.363867684,0.647583386,0.002512543
PVT-3,Arhgef28,0.743,0.615,1.208130081,0.506570369,0.00252372
PVT-3,Synpr,0.208,0.357,0.582633053,-1.248427274,0.002544686
PVT-3,Tshz3,0.385,0.529,0.72778828,-0.800382993,0.002556598
PVT-3,Arhgap17,0.536,0.697,0.769010043,-0.479330201,0.002567336
PVT-3,Cfap54,0.506,0.346,1.462427746,0.595591358,0.002638468
PVT-3,Acad10,0.321,0.187,1.71657754,0.811766535,0.002645377
PVT-3,Rock2,0.977,0.976,1.00102459,0.272257909,0.002670691
PVT-3,Gm10516,0.509,0.353,1.441926346,0.665343668,0.002678734
PVT-3,Rp9,0.717,0.588,1.219387755,0.455013607,0.00273338
PVT-3,Shisa7,0.151,0.3,0.503333333,-1.148558987,0.002815998
PVT-3,Gm1992,0.706,0.853,0.827667057,-0.491281989,0.002824535
PVT-3,Acvr2a,0.732,0.644,1.136645963,0.536068521,0.002830464
PVT-3,Pbx4,0.419,0.274,1.52919708,0.678780487,0.002877912
PVT-3,Ccdc151,0.155,0.067,2.313432836,1.220207493,0.003010775
PVT-3,Cnot6l,0.86,0.811,1.060419236,0.384442323,0.003012574
PVT-3,Zfp608,0.815,0.75,1.086666667,0.478822362,0.003073013
PVT-3,Pnma3,0.377,0.233,1.618025751,0.705456774,0.003097418
PVT-3,Mns1,0.196,0.095,2.063157895,1.154147128,0.003123
PVT-3,Sh2d5,0.483,0.327,1.47706422,0.643209094,0.003262056
PVT-3,Peg3,0.992,0.985,1.007106599,0.26509041,0.003273703
PVT-3,Gm26658,0.298,0.172,1.73255814,0.909112633,0.003291491
